Cluster_ID	Annotation	Gene_Name	Cav_10DC88	Cav_11DC096	Cga_08-1274-3	Cga_12-4358	Ctr_A-HAR-13
group694	hypothetical protein	--	FFOKMCCD_00170	KCMFMKKO_00476	HDCLDDAM_00716	MFHLCMEF_00718	JGDJAKFF_00301
group695	Glycine cleavage system H protein	gcvH	FFOKMCCD_00171	KCMFMKKO_00475	HDCLDDAM_00717	MFHLCMEF_00719	JGDJAKFF_00300
group696	hypothetical protein	--	FFOKMCCD_00172	KCMFMKKO_00474	HDCLDDAM_00718	MFHLCMEF_00720	NA
group697	hypothetical protein	--	FFOKMCCD_00173	KCMFMKKO_00473	HDCLDDAM_00719	MFHLCMEF_00721	NA
group698	Na(+)-translocating NADH-quinone reductase subunit E	nqrE	FFOKMCCD_00174	KCMFMKKO_00472	HDCLDDAM_00720	MFHLCMEF_00722	JGDJAKFF_00299
group699	Na(+)-translocating NADH-quinone reductase subunit D	nqrD	FFOKMCCD_00175	KCMFMKKO_00471	HDCLDDAM_00721	MFHLCMEF_00723	JGDJAKFF_00298
group700	Na(+)-translocating NADH-quinone reductase subunit C	nqrC	FFOKMCCD_00176	KCMFMKKO_00470	HDCLDDAM_00722	MFHLCMEF_00724	JGDJAKFF_00297
group701	Na(+)-translocating NADH-quinone reductase subunit B	nqrB	FFOKMCCD_00177	KCMFMKKO_00469	HDCLDDAM_00723	MFHLCMEF_00725	JGDJAKFF_00296
group702	hypothetical protein	--	FFOKMCCD_00178	KCMFMKKO_00468	HDCLDDAM_00724	MFHLCMEF_00726	JGDJAKFF_00295
group703	hypothetical protein	--	FFOKMCCD_00179	KCMFMKKO_00467	HDCLDDAM_00725	MFHLCMEF_00727	JGDJAKFF_00294
group704	Chromosomal replication initiator protein DnaA	dnaA_1	FFOKMCCD_00180	KCMFMKKO_00466	HDCLDDAM_00726	MFHLCMEF_00728	JGDJAKFF_00293
group705	hypothetical protein	--	FFOKMCCD_00181	KCMFMKKO_00465	HDCLDDAM_00727	MFHLCMEF_00729	JGDJAKFF_00292
group706	hypothetical protein	--	FFOKMCCD_00182	KCMFMKKO_00464	HDCLDDAM_00728	MFHLCMEF_00730	JGDJAKFF_00291
group707	Ribosomal RNA small subunit methyltransferase H	rsmH	FFOKMCCD_00183	KCMFMKKO_00463	HDCLDDAM_00729	MFHLCMEF_00731	JGDJAKFF_00290
group708	hypothetical protein	--	FFOKMCCD_00184	KCMFMKKO_00462	HDCLDDAM_00730	MFHLCMEF_00732	JGDJAKFF_00289
group709	Peptidoglycan D%2CD-transpeptidase FtsI	ftsI	FFOKMCCD_00185	KCMFMKKO_00461	HDCLDDAM_00731	MFHLCMEF_00733	JGDJAKFF_00288
group710	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase	murE	FFOKMCCD_00186	KCMFMKKO_00460	HDCLDDAM_00732	MFHLCMEF_00734	JGDJAKFF_00287
group711	hypothetical protein	--	FFOKMCCD_00187	KCMFMKKO_00459	HDCLDDAM_00733	MFHLCMEF_00735	JGDJAKFF_00286
group712	hypothetical protein	--	FFOKMCCD_00588	KCMFMKKO_00080	NA	NA	NA
group713	hypothetical protein	--	FFOKMCCD_00190	KCMFMKKO_00456	HDCLDDAM_00736	MFHLCMEF_00738	JGDJAKFF_00284
group714	Vitamin B12 import ATP-binding protein BtuD	msbA	FFOKMCCD_00192	KCMFMKKO_00454	HDCLDDAM_00738	MFHLCMEF_00740	JGDJAKFF_00282
group715	hypothetical protein	--	FFOKMCCD_00194	KCMFMKKO_00453	HDCLDDAM_00739	MFHLCMEF_00741	JGDJAKFF_00281
group716	1%2C4-dihydroxy-6-naphtoate synthase	mqnD	FFOKMCCD_00195	KCMFMKKO_00452	HDCLDDAM_00740	MFHLCMEF_00742	JGDJAKFF_00280
group717	3'-5' exonuclease DinG	dinG_1	FFOKMCCD_00196	KCMFMKKO_00451	HDCLDDAM_00741	MFHLCMEF_00743	JGDJAKFF_00279
group718	hypothetical protein	--	FFOKMCCD_00197	KCMFMKKO_00450	HDCLDDAM_00742	MFHLCMEF_00744	JGDJAKFF_00278
group719	hypothetical protein	--	FFOKMCCD_00198	KCMFMKKO_00449	HDCLDDAM_00743	MFHLCMEF_00745	JGDJAKFF_00106
group720	hypothetical protein	--	FFOKMCCD_00199	KCMFMKKO_00448	HDCLDDAM_00744	MFHLCMEF_00746	JGDJAKFF_00107
group721	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	fabI	FFOKMCCD_00200	KCMFMKKO_00447	HDCLDDAM_00745	MFHLCMEF_00747	JGDJAKFF_00108
group722	Ribosomal large subunit pseudouridine synthase C	rluC	FFOKMCCD_00201	KCMFMKKO_00446	HDCLDDAM_00747	MFHLCMEF_00749	JGDJAKFF_00111
group723	Adenine DNA glycosylase	mutY	FFOKMCCD_00202	KCMFMKKO_00445	HDCLDDAM_00748	MFHLCMEF_00750	JGDJAKFF_00112
group724	hypothetical protein	--	FFOKMCCD_00203	KCMFMKKO_00444	HDCLDDAM_00749	MFHLCMEF_00751	JGDJAKFF_00273
group725	hypothetical protein	--	FFOKMCCD_00204	KCMFMKKO_00443	HDCLDDAM_00750	MFHLCMEF_00752	JGDJAKFF_00272
group726	hypothetical protein	--	FFOKMCCD_00205	KCMFMKKO_00442	HDCLDDAM_00751	MFHLCMEF_00753	JGDJAKFF_00271
group727	hypothetical protein	--	FFOKMCCD_00208	KCMFMKKO_00439	HDCLDDAM_00753	MFHLCMEF_00755	NA
group728	Protein phosphatase PhpP	phpP	FFOKMCCD_00209	KCMFMKKO_00438	HDCLDDAM_00754	MFHLCMEF_00756	JGDJAKFF_00277
group729	Cysteine desulfurase NifS	nifS	FFOKMCCD_00211	KCMFMKKO_00437	HDCLDDAM_00755	MFHLCMEF_00757	JGDJAKFF_00276
group729.1	hypothetical protein	--	FFOKMCCD_00210	NA	NA	NA	NA
group730	hypothetical protein	--	FFOKMCCD_00212	KCMFMKKO_00436	HDCLDDAM_00756	MFHLCMEF_00758	JGDJAKFF_00275
group730.1	hypothetical protein	--	FFOKMCCD_00213	NA	NA	NA	NA
group731	hypothetical protein	--	FFOKMCCD_00214	KCMFMKKO_00435	HDCLDDAM_00757	MFHLCMEF_00759	JGDJAKFF_00274
group732	hypothetical protein	--	FFOKMCCD_00215	KCMFMKKO_00434	HDCLDDAM_00758	MFHLCMEF_00760	JGDJAKFF_00041
group733	Holliday junction ATP-dependent DNA helicase RuvB	ruvB	FFOKMCCD_00217	KCMFMKKO_00432	HDCLDDAM_00760	MFHLCMEF_00762	JGDJAKFF_00043
group734	hypothetical protein	--	FFOKMCCD_00218	KCMFMKKO_00431	HDCLDDAM_00761	MFHLCMEF_00763	JGDJAKFF_00044
group735	Glycogen operon protein GlgX 	glgX	FFOKMCCD_00219	KCMFMKKO_00430	HDCLDDAM_00762	MFHLCMEF_00764	JGDJAKFF_00045
group736	Single-stranded DNA-binding protein	--	FFOKMCCD_00222	KCMFMKKO_00428	HDCLDDAM_00764	MFHLCMEF_00766	JGDJAKFF_00047
group737	putative cytosol aminopeptidase	pepA	FFOKMCCD_00223	KCMFMKKO_00427	HDCLDDAM_00765	MFHLCMEF_00767	JGDJAKFF_00048
group738	Histone H1-like protein HC2	hctB	FFOKMCCD_00224	NA	HDCLDDAM_00766	MFHLCMEF_00768	JGDJAKFF_00049
group739	hypothetical protein	--	FFOKMCCD_00225	KCMFMKKO_00425	HDCLDDAM_00767	MFHLCMEF_00769	JGDJAKFF_00050
group740	Heme chaperone HemW	hemW	FFOKMCCD_00228	KCMFMKKO_00422	HDCLDDAM_00770	MFHLCMEF_00772	JGDJAKFF_00055
group741	Multifunctional 2-oxoglutarate metabolism enzyme	kgd	FFOKMCCD_00230	KCMFMKKO_00420	HDCLDDAM_00772	MFHLCMEF_00774	JGDJAKFF_00057
group742	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	odhB	FFOKMCCD_00231	KCMFMKKO_00419	HDCLDDAM_00773	MFHLCMEF_00775	JGDJAKFF_00058
group743	hypothetical protein	--	FFOKMCCD_00232	KCMFMKKO_00418	HDCLDDAM_00774	MFHLCMEF_00776	JGDJAKFF_00059
group744	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)	ispG	FFOKMCCD_00234	KCMFMKKO_00417	HDCLDDAM_00775	MFHLCMEF_00777	JGDJAKFF_00060
group744.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)	ispG_1	FFOKMCCD_00233	NA	NA	NA	NA
group745	hypothetical protein	--	FFOKMCCD_00237	KCMFMKKO_00414	HDCLDDAM_00779	MFHLCMEF_00781	JGDJAKFF_00062
group746	hypothetical protein	--	FFOKMCCD_00240	KCMFMKKO_00412	HDCLDDAM_00781	MFHLCMEF_00783	JGDJAKFF_00064
group747	RNA polymerase sigma-D factor	sigD	FFOKMCCD_00241	KCMFMKKO_00411	HDCLDDAM_00782	MFHLCMEF_00784	JGDJAKFF_00065
group748	hypothetical protein	--	FFOKMCCD_00242	KCMFMKKO_00410	HDCLDDAM_00783	MFHLCMEF_00785	NA
group749	Tyrosine--tRNA ligase	tyrS	FFOKMCCD_00243	KCMFMKKO_00409	HDCLDDAM_00784	MFHLCMEF_00786	JGDJAKFF_00066
group750	6-phosphogluconate dehydrogenase%2C decarboxylating	gnd	FFOKMCCD_00244	KCMFMKKO_00408	HDCLDDAM_00785	MFHLCMEF_00787	JGDJAKFF_00067
group751	ADP%2CATP carrier protein 1	tlcA_1	FFOKMCCD_00246	KCMFMKKO_00406	HDCLDDAM_00787	MFHLCMEF_00789	JGDJAKFF_00069
group752	hypothetical protein	--	FFOKMCCD_00247	KCMFMKKO_00405	HDCLDDAM_00788	MFHLCMEF_00790	JGDJAKFF_00070
group753	Manganese-binding lipoprotein MntA	mntA	FFOKMCCD_00248	KCMFMKKO_00404	HDCLDDAM_00789	MFHLCMEF_00791	JGDJAKFF_00071
group754	Manganese transport system ATP-binding protein MntB	mntB_2	FFOKMCCD_00249	KCMFMKKO_00403	HDCLDDAM_00790	MFHLCMEF_00792	JGDJAKFF_00072
group755	Manganese transport system membrane protein MntC	mntC	FFOKMCCD_00250	KCMFMKKO_00402	HDCLDDAM_00791	MFHLCMEF_00793	JGDJAKFF_00073
group756	hypothetical protein	--	FFOKMCCD_00251	KCMFMKKO_00401	HDCLDDAM_00792	MFHLCMEF_00794	JGDJAKFF_00074
group757	1-deoxy-D-xylulose 5-phosphate reductoisomerase	dxr	FFOKMCCD_00252	KCMFMKKO_00400	HDCLDDAM_00793	MFHLCMEF_00795	JGDJAKFF_00075
group758	hypothetical protein	--	FFOKMCCD_00255	KCMFMKKO_00399	HDCLDDAM_00794	MFHLCMEF_00796	JGDJAKFF_00076
group758.1	hypothetical protein	--	FFOKMCCD_00253	NA	NA	NA	NA
group759	hypothetical protein	--	FFOKMCCD_00256	KCMFMKKO_00398	HDCLDDAM_00795	MFHLCMEF_00797	JGDJAKFF_00077
group760	DNA replication and repair protein RecF	recF	FFOKMCCD_00257	KCMFMKKO_00397	HDCLDDAM_00796	MFHLCMEF_00798	JGDJAKFF_00078
group761	SsrA-binding protein	smpB	FFOKMCCD_00260	KCMFMKKO_00395	HDCLDDAM_00798	MFHLCMEF_00800	JGDJAKFF_00080
group762	Bifunctional protein FolD protein	folD	FFOKMCCD_00262	KCMFMKKO_00393	HDCLDDAM_00800	MFHLCMEF_00802	JGDJAKFF_00082
group763	hypothetical protein	--	FFOKMCCD_00263	KCMFMKKO_00392	HDCLDDAM_00801	MFHLCMEF_00803	JGDJAKFF_00083
group764	hypothetical protein	--	FFOKMCCD_00264	KCMFMKKO_00391	HDCLDDAM_00802	MFHLCMEF_00804	JGDJAKFF_00084
group765	hypothetical protein	--	FFOKMCCD_00265	KCMFMKKO_00390	HDCLDDAM_00803	MFHLCMEF_00805	JGDJAKFF_00085
group766	hypothetical protein	--	FFOKMCCD_00266	KCMFMKKO_00389	HDCLDDAM_00804	MFHLCMEF_00806	JGDJAKFF_00086
group767	Cardiolipin synthase A	clsA	FFOKMCCD_00267	KCMFMKKO_00388	HDCLDDAM_00805	MFHLCMEF_00807	JGDJAKFF_00087
group767.1	hypothetical protein	--	NA	NA	NA	NA	JGDJAKFF_00165
group768	4-hydroxybenzoate decarboxylase subunit C	--	FFOKMCCD_00268	KCMFMKKO_00387	HDCLDDAM_00806	MFHLCMEF_00808	JGDJAKFF_00088
group769	4-alpha-glucanotransferase	malQ	FFOKMCCD_00270	KCMFMKKO_00385	HDCLDDAM_00808	MFHLCMEF_00810	JGDJAKFF_00090
group770	hypothetical protein	--	FFOKMCCD_00271	KCMFMKKO_00384	HDCLDDAM_00809	MFHLCMEF_00811	JGDJAKFF_00091
group771	hypothetical protein	--	FFOKMCCD_00272	KCMFMKKO_00383	HDCLDDAM_00810	MFHLCMEF_00812	JGDJAKFF_00092
group772	Ribosome-binding ATPase YchF	ychF	FFOKMCCD_00275	KCMFMKKO_00380	HDCLDDAM_00813	MFHLCMEF_00815	JGDJAKFF_00095
group773	Bifunctional riboflavin kinase/FMN adenylyltransferase	ribF	FFOKMCCD_00276	KCMFMKKO_00379	HDCLDDAM_00814	MFHLCMEF_00816	JGDJAKFF_00096
group774	Translation initiation factor IF-2	infB	FFOKMCCD_00279	KCMFMKKO_00376	HDCLDDAM_00817	MFHLCMEF_00819	JGDJAKFF_00100
group775	Thioredoxin reductase	trxB	FFOKMCCD_00282	KCMFMKKO_00373	HDCLDDAM_00820	MFHLCMEF_00822	JGDJAKFF_00103
group776	Holo-[acyl-carrier-protein] synthase	acpS	FFOKMCCD_00283	KCMFMKKO_00372	HDCLDDAM_00821	MFHLCMEF_00823	JGDJAKFF_00104
group777	hypothetical protein	--	FFOKMCCD_00284	KCMFMKKO_00371	HDCLDDAM_00822	MFHLCMEF_00824	JGDJAKFF_00105
group778	Membrane protein insertase YidC	yidC	FFOKMCCD_00286	KCMFMKKO_00369	HDCLDDAM_00824	MFHLCMEF_00826	JGDJAKFF_00269
group779	Chromosomal replication initiator protein DnaA	dnaA_2	FFOKMCCD_00287	KCMFMKKO_00368	HDCLDDAM_00825	MFHLCMEF_00827	JGDJAKFF_00268
group780	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	pdhC_2	FFOKMCCD_00290	KCMFMKKO_00365	HDCLDDAM_00828	MFHLCMEF_00830	JGDJAKFF_00265
group781	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha	acoA	FFOKMCCD_00292	KCMFMKKO_00363	HDCLDDAM_00830	MFHLCMEF_00832	JGDJAKFF_00263
group782	hypothetical protein	--	FFOKMCCD_00293	KCMFMKKO_00362	HDCLDDAM_00831	MFHLCMEF_00833	JGDJAKFF_00262
group783	UDP-3-O-acylglucosamine N-acyltransferase	lpxD	FFOKMCCD_00294	KCMFMKKO_00361	HDCLDDAM_00832	MFHLCMEF_00834	JGDJAKFF_00261
group784	Outer membrane protein assembly factor BamA	bamA	FFOKMCCD_00296	KCMFMKKO_00359	HDCLDDAM_00834	MFHLCMEF_00836	JGDJAKFF_00259
group785	hypothetical protein	--	FFOKMCCD_00644	KCMFMKKO_00025	HDCLDDAM_00217	MFHLCMEF_00218	JGDJAKFF_00828
group786	Recombination protein RecR	recR	FFOKMCCD_00297	KCMFMKKO_00358	HDCLDDAM_00835	MFHLCMEF_00837	JGDJAKFF_00258
group787	Malonyl CoA-acyl carrier protein transacylase	fabD	FFOKMCCD_00299	KCMFMKKO_00356	HDCLDDAM_00837	MFHLCMEF_00839	JGDJAKFF_00256
group788	3-oxoacyl-[acyl-carrier-protein] reductase FabG	fabG	FFOKMCCD_00300	KCMFMKKO_00355	HDCLDDAM_00838	MFHLCMEF_00840	JGDJAKFF_00255
group789	CRP-like cAMP-activated global transcriptional regulator	crp	FFOKMCCD_00302	KCMFMKKO_00353	HDCLDDAM_00840	MFHLCMEF_00842	JGDJAKFF_00253
group790	hypothetical protein	--	FFOKMCCD_00304	KCMFMKKO_00352	HDCLDDAM_00841	MFHLCMEF_00843	JGDJAKFF_00252
group790.1	hypothetical protein	--	FFOKMCCD_00303	NA	NA	NA	NA
group791	hypothetical protein	--	FFOKMCCD_00306	KCMFMKKO_00350	HDCLDDAM_00843	MFHLCMEF_00845	NA
group792	hypothetical protein	--	FFOKMCCD_00307	KCMFMKKO_00349	HDCLDDAM_00844	MFHLCMEF_00846	JGDJAKFF_00249
group793	hypothetical protein	--	FFOKMCCD_00311	KCMFMKKO_00346	HDCLDDAM_00847	MFHLCMEF_00849	NA
group793.1	hypothetical protein	--	FFOKMCCD_00310	NA	NA	NA	NA
group794	hypothetical protein	--	FFOKMCCD_00313	KCMFMKKO_00344	HDCLDDAM_00849	MFHLCMEF_00851	NA
group795	Glutamate/gamma-aminobutyrate antiporter	gadC	FFOKMCCD_00314	KCMFMKKO_00343	HDCLDDAM_00850	MFHLCMEF_00852	JGDJAKFF_00232
group796	Fructose-bisphosphate aldolase class 1	fbaB	FFOKMCCD_00315	KCMFMKKO_00342	HDCLDDAM_00851	MFHLCMEF_00853	JGDJAKFF_00231
group797	hypothetical protein	--	FFOKMCCD_00317	KCMFMKKO_00340	HDCLDDAM_00853	MFHLCMEF_00855	NA
group798	DNA gyrase subunit B	gyrB_2	FFOKMCCD_00320	KCMFMKKO_00338	HDCLDDAM_00855	MFHLCMEF_00857	JGDJAKFF_00204
group798.1	DNA gyrase subunit B	gyrB_1	FFOKMCCD_00319	NA	NA	NA	NA
group799	DNA gyrase subunit A	gyrA_1	FFOKMCCD_00321	KCMFMKKO_00337	HDCLDDAM_00856	MFHLCMEF_00858	JGDJAKFF_00203
group800	Thymidylate kinase	tmk	FFOKMCCD_00322	KCMFMKKO_00336	HDCLDDAM_00857	MFHLCMEF_00859	JGDJAKFF_00202
group801	hypothetical protein	--	FFOKMCCD_00323	KCMFMKKO_00335	HDCLDDAM_00858	MFHLCMEF_00860	JGDJAKFF_00201
group802	hypothetical protein	--	FFOKMCCD_00324	KCMFMKKO_00334	HDCLDDAM_00859	MFHLCMEF_00861	JGDJAKFF_00141
group803	Threonylcarbamoyl-AMP synthase	tsaC	FFOKMCCD_00325	KCMFMKKO_00333	HDCLDDAM_00860	MFHLCMEF_00862	JGDJAKFF_00142
group804	hypothetical protein	--	FFOKMCCD_00326	KCMFMKKO_00332	HDCLDDAM_00861	MFHLCMEF_00863	JGDJAKFF_00143
group805	4-hydroxybenzoate solanesyltransferase	plqA	FFOKMCCD_00331	KCMFMKKO_00328	HDCLDDAM_00864	MFHLCMEF_00866	JGDJAKFF_00235
group806	putative UbiX-like flavin prenyltransferase	ecdB	FFOKMCCD_00332	KCMFMKKO_00327	HDCLDDAM_00865	MFHLCMEF_00867	JGDJAKFF_00236
group807	5'-nucleotidase SurE	surE	FFOKMCCD_00335	KCMFMKKO_00324	HDCLDDAM_00868	MFHLCMEF_00870	JGDJAKFF_00234
group808	hypothetical protein	--	FFOKMCCD_00337	KCMFMKKO_00322	HDCLDDAM_00870	MFHLCMEF_00872	JGDJAKFF_00146
group809	hypothetical protein	--	FFOKMCCD_00340	KCMFMKKO_00319	HDCLDDAM_00873	MFHLCMEF_00875	JGDJAKFF_00149
group810	hypothetical protein	--	FFOKMCCD_00342	KCMFMKKO_00317	HDCLDDAM_00875	MFHLCMEF_00877	JGDJAKFF_00151
group811	Ribosomal protein S12 methylthiotransferase RimO	rimO	FFOKMCCD_00343	KCMFMKKO_00316	HDCLDDAM_00876	MFHLCMEF_00878	NA
group812	Lipoprotein-releasing system ATP-binding protein LolD	lolD	FFOKMCCD_00346	KCMFMKKO_00313	HDCLDDAM_00879	MFHLCMEF_00881	JGDJAKFF_00159
group813	hypothetical protein	--	NA	NA	HDCLDDAM_00880	MFHLCMEF_00882	NA
group814	50S ribosomal protein L13	rplM	FFOKMCCD_00347	KCMFMKKO_00312	HDCLDDAM_00881	MFHLCMEF_00883	JGDJAKFF_00130
group815	30S ribosomal protein S9	rpsI	FFOKMCCD_00348	KCMFMKKO_00311	HDCLDDAM_00882	MFHLCMEF_00884	JGDJAKFF_00131
group816	hypothetical protein	--	FFOKMCCD_00349	KCMFMKKO_00310	HDCLDDAM_00883	MFHLCMEF_00885	JGDJAKFF_00132
group817	Adenylate kinase	adk_2	FFOKMCCD_00350	KCMFMKKO_00309	HDCLDDAM_00884	MFHLCMEF_00886	JGDJAKFF_00133
group818	hypothetical protein	--	FFOKMCCD_00351	KCMFMKKO_00308	HDCLDDAM_00885	MFHLCMEF_00887	NA
group819	hypothetical protein	--	FFOKMCCD_00352	KCMFMKKO_00307	HDCLDDAM_00886	MFHLCMEF_00888	NA
group820	hypothetical protein	--	FFOKMCCD_00353	KCMFMKKO_00306	HDCLDDAM_00887	MFHLCMEF_00889	NA
group821	6-phosphogluconolactonase	pgl	FFOKMCCD_00354	KCMFMKKO_00305	HDCLDDAM_00888	MFHLCMEF_00890	JGDJAKFF_00200
group822	Glucose-6-phosphate 1-dehydrogenase	zwf	FFOKMCCD_00355	KCMFMKKO_00304	HDCLDDAM_00889	MFHLCMEF_00891	JGDJAKFF_00199
group823	Oligopeptide-binding protein OppA	oppA_1	FFOKMCCD_00356	KCMFMKKO_00303	HDCLDDAM_00890	MFHLCMEF_00892	JGDJAKFF_00212
group824	tRNA N6-adenosine threonylcarbamoyltransferase	tsaD	FFOKMCCD_00357	KCMFMKKO_00302	HDCLDDAM_00891	MFHLCMEF_00893	JGDJAKFF_00211
group825	L-cystine transport system permease protein YecS	yecS	FFOKMCCD_00358	KCMFMKKO_00301	HDCLDDAM_00892	MFHLCMEF_00894	JGDJAKFF_00134
group826	Arginine transport ATP-binding protein ArtM	artM	FFOKMCCD_00359	KCMFMKKO_00300	HDCLDDAM_00893	MFHLCMEF_00895	JGDJAKFF_00135
group827	hypothetical protein	--	FFOKMCCD_00360	KCMFMKKO_00299	HDCLDDAM_00894	MFHLCMEF_00896	NA
group828	hypothetical protein	--	FFOKMCCD_00361	KCMFMKKO_00298	HDCLDDAM_00895	MFHLCMEF_00897	JGDJAKFF_00136
group829	hypothetical protein	--	FFOKMCCD_00363	KCMFMKKO_00296	HDCLDDAM_00897	MFHLCMEF_00899	JGDJAKFF_00138
group830	Inclusion membrane protein A	incA	FFOKMCCD_00364	KCMFMKKO_00295	HDCLDDAM_00898	MFHLCMEF_00900	JGDJAKFF_00124
group831	Ribulose-phosphate 3-epimerase	rpe	FFOKMCCD_00365	KCMFMKKO_00294	HDCLDDAM_00899	MFHLCMEF_00901	JGDJAKFF_00126
group832	hypothetical protein	--	NA	NA	HDCLDDAM_00905	MFHLCMEF_00906	NA
group833	hypothetical protein	--	FFOKMCCD_00370	KCMFMKKO_00289	HDCLDDAM_00907	MFHLCMEF_00908	NA
group834	queuosine precursor transporter	--	FFOKMCCD_00372	KCMFMKKO_00287	HDCLDDAM_00908	MFHLCMEF_00909	JGDJAKFF_00145
group835	Queuine tRNA-ribosyltransferase	tgt	FFOKMCCD_00373	KCMFMKKO_00286	HDCLDDAM_00909	MFHLCMEF_00910	JGDJAKFF_00207
group836	disulfide formation protein	bdbC	FFOKMCCD_00374	KCMFMKKO_00285	HDCLDDAM_00910	MFHLCMEF_00911	JGDJAKFF_00188
group837	hypothetical protein	--	FFOKMCCD_00376	KCMFMKKO_00283	HDCLDDAM_00912	MFHLCMEF_00913	JGDJAKFF_00190
group838	hypothetical protein	--	FFOKMCCD_00377	KCMFMKKO_00282	HDCLDDAM_00913	MFHLCMEF_00914	NA
group839	Osmoprotectant import ATP-binding protein OsmV	osmV	FFOKMCCD_00378	KCMFMKKO_00281	HDCLDDAM_00914	MFHLCMEF_00915	JGDJAKFF_00192
group840	hypothetical protein	--	NA	NA	HDCLDDAM_00917	MFHLCMEF_00918	NA
group841	hypothetical protein	--	FFOKMCCD_00382	KCMFMKKO_00277	HDCLDDAM_00918	MFHLCMEF_00919	JGDJAKFF_00195
group842	8-amino-3%2C8-dideoxy-manno-octulosonate cytidylyltransferase	kdsB	FFOKMCCD_00383	KCMFMKKO_00276	HDCLDDAM_00919	MFHLCMEF_00920	JGDJAKFF_00196
group843	CTP synthase	pyrG	FFOKMCCD_00384	KCMFMKKO_00275	HDCLDDAM_00920	MFHLCMEF_00921	JGDJAKFF_00197
group844	Putative pre-16S rRNA nuclease	yqgF	FFOKMCCD_00385	KCMFMKKO_00274	HDCLDDAM_00921	MFHLCMEF_00922	JGDJAKFF_00198
group845	Dipeptide-binding protein DppE	dppE	FFOKMCCD_00387	KCMFMKKO_00272	HDCLDDAM_00923	MFHLCMEF_00924	JGDJAKFF_00187
group846	Dipeptide transport system permease protein DppB	dppB	FFOKMCCD_00388	KCMFMKKO_00271	HDCLDDAM_00924	MFHLCMEF_00925	JGDJAKFF_00213
group847	Oligopeptide transport system permease protein OppC	oppC	FFOKMCCD_00389	KCMFMKKO_00270	HDCLDDAM_00925	MFHLCMEF_00926	JGDJAKFF_00214
group848	Oligopeptide transport ATP-binding protein OppD	oppD_1	FFOKMCCD_00390	KCMFMKKO_00269	HDCLDDAM_00926	MFHLCMEF_00927	JGDJAKFF_00215
group849	Oligopeptide transport ATP-binding protein OppF	oppF_1	FFOKMCCD_00391	KCMFMKKO_00268	HDCLDDAM_00927	MFHLCMEF_00928	JGDJAKFF_00216
group850	hypothetical protein	--	FFOKMCCD_00392	KCMFMKKO_00267	HDCLDDAM_00928	MFHLCMEF_00929	JGDJAKFF_00217
group851	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	pfp_1	FFOKMCCD_00394	KCMFMKKO_00265	HDCLDDAM_00930	MFHLCMEF_00931	JGDJAKFF_00219
group852	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase	menH	FFOKMCCD_00395	KCMFMKKO_00264	HDCLDDAM_00931	MFHLCMEF_00932	JGDJAKFF_00220
group853	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	pfp_2	FFOKMCCD_00396	KCMFMKKO_00263	HDCLDDAM_00932	MFHLCMEF_00933	JGDJAKFF_00221
group854	3-deoxy-D-manno-octulosonic acid transferase	waaA	FFOKMCCD_00400	KCMFMKKO_00259	HDCLDDAM_00936	MFHLCMEF_00937	JGDJAKFF_00224
group855	Leucine--tRNA ligase	leuS	FFOKMCCD_00401	KCMFMKKO_00258	HDCLDDAM_00937	MFHLCMEF_00938	JGDJAKFF_00225
group856	hypothetical protein	--	FFOKMCCD_00402	KCMFMKKO_00257	HDCLDDAM_00938	MFHLCMEF_00939	JGDJAKFF_00156
group857	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	mhpA	FFOKMCCD_00403	KCMFMKKO_00256	HDCLDDAM_00939	MFHLCMEF_00940	JGDJAKFF_00155
group858	hypothetical protein	--	FFOKMCCD_00404	KCMFMKKO_00255	HDCLDDAM_00940	MFHLCMEF_00941	JGDJAKFF_00154
group859	DNA ligase	ligA	FFOKMCCD_00405	KCMFMKKO_00254	HDCLDDAM_00941	MFHLCMEF_00942	JGDJAKFF_00153
group860	Serine/threonine-protein kinase Pkn1	pkn1	FFOKMCCD_00406	KCMFMKKO_00253	HDCLDDAM_00942	MFHLCMEF_00943	JGDJAKFF_00152
group861	hypothetical protein	--	FFOKMCCD_00408	NA	HDCLDDAM_00944	MFHLCMEF_00945	NA
group862	hypothetical protein	--	FFOKMCCD_00409	KCMFMKKO_00251	HDCLDDAM_00945	MFHLCMEF_00946	NA
group863	hypothetical protein	--	FFOKMCCD_00410	KCMFMKKO_00250	HDCLDDAM_00946	MFHLCMEF_00947	JGDJAKFF_00119
group864	hypothetical protein	--	FFOKMCCD_00703	KCMFMKKO_00912	HDCLDDAM_00276	MFHLCMEF_00277	JGDJAKFF_00768
